-1.3541,-0.17594,-0.83473,-0.67443,-1.6353,-0.62393,-0.21634,-1.1335,0.11436,-0.4304,1.1892,0.20624,1.8741,0.50631,1.5571,0.32972,1.24,1.8014,3.9541,2.0354,3.076,2.7818,0.015965
0.23752,1.2723,-0.59526,-1.3547,-0.5314,-0.61676,-0.68062,0.94323,0.83278,0.82268,-0.98591,0.61839,0.30822,0.21764,1.2531,-0.28411,0.85656,0.26098,0.54541,-0.60569,-1.6242,0.87057,0.34504
-0.78879,-1.4365,-2.3292,1.2602,-2.2621,2.7665,0.17366,1.6294,-1.1807,2.7433,2.7456,1.0928,0.23719,1.7571,2.6293,-0.045614,1.3134,2.355,0.64869,-0.57278,4.4724,0.029649,0.016291
1.4163,1.2339,0.17007,-1.4756,-0.18669,-0.97516,0.0045614,0.63664,-1.2329,0.40271,0.13391,0.069398,0.022481,-0.8494,-0.34601,0.72624,-0.6109,-0.94551,-1.3762,-0.90055,-0.58158,0.57278,-0.00097744
0.90413,0.58255,0.8494,0.64348,1.0967,0.81518,0.25576,0.20885,-1.7043,0.071679,-1.1964,-0.83408,-0.60666,-1.4997,0.89305,1.8972,-1.0218,-0.92792,-0.30692,0.38479,0.12446,0.032256,0.61057
0.84972,1.1104,1.0084,0.72168,-0.19744,-1.5619,0.42291,-1.7411,0.40922,0.89208,0.75198,1.2528,-0.32809,0.50371,1.9441,0.26619,1.2195,1.2674,-0.52293,-1.2348,-0.091554,0.22742,0.15509
0.1085,1.3893,-1.5707,0.25544,-0.22546,-0.64902,-0.51153,1.8509,1.0889,0.65521,2.3517,1.214,2.1895,-0.85526,-0.17659,0.24175,-1.4196,-0.52879,-0.1111,0.55225,-0.088947,-0.40368,-0.21308
-0.15281,1.1361,0.24306,0.060275,-1.0286,-1.2251,-0.42747,0.21895,-1.3,-0.85559,0.69626,0.12413,0.61057,-0.11632,0.77315,-1.1231,1.1651,1.0683,1.5554,0.1186,0.14662,-0.751,-0.73797
0.56659,0.95626,-1.1302,-0.72722,-0.18832,0.66205,0.088295,-1.3687,-0.44408,-0.53596,-0.04822,0.22546,-2.1637,-0.18669,-0.05604,1.272,-1.4072,0.46852,-0.10133,-0.6399,1.7099,-0.77511,0.2613
-0.50827,0.52391,0.01401,-0.39554,-0.33982,-0.73699,0.0039098,-0.21373,0.64902,-0.92335,0.7611,0.24012,0.59037,-0.4897,-0.63371,-0.29193,-0.76729,-0.30235,-0.97353,-0.47406,-0.69594,0.1111,-0.26261
2.0324,1.7363,-1.8334,-0.13521,0.23361,-1.0139,-1.1847,-0.18734,0.71255,-0.51088,0.13977,-0.94421,-0.20331,-0.42519,2.6261,2.2256,-0.4506,-0.46135,-0.34341,0.59819,-0.23882,-0.89533,0.90609
0.16421,0.056366,-0.083734,-0.22644,-0.41867,-0.19809,-0.79401,0.78977,-0.43007,-0.23068,-0.57408,-0.38511,0.73927,-1.1081,0.2196,2.0226,1.5893,1.6212,1.3208,-0.11501,0.3522,-0.082105,0.78782
0.046265,-1.5144,1.0592,2.745,0.22123,-1.0631,2.0096,-2.441,-2.2132,-0.52032,-0.054085,-1.3854,-0.85298,0.61057,-2.4394,-0.13098,-0.1085,-0.7031,3.2194,0.0094486,0.36002,-1.4688,0.70962
0.74481,1.143,-0.44539,-0.51641,-0.030626,0.9025,1.027,2.0445,-0.66629,-1.258,0.58418,-0.95072,-0.33037,-0.91586,-0.48839,1.4349,2.6694,2.9405,0.83082,-0.5806,-0.30561,-0.71874,-0.83929
-0.19907,-0.27727,0.78097,-0.8696,0.79727,-0.21243,-0.34341,-1.705,-1.2541,-1.5922,0.4506,0.63045,0.67802,0.46428,-0.72819,1.9881,1.0429,0.89729,-1.0019,-1.6871,-0.0013033,-0.69561,1.082
-1.4059,-0.21406,0.27564,-0.83636,0.079824,-1.8816,-0.30235,0.53824,-0.66498,-0.79466,0.17626,-1.1452,0.11566,-0.24957,-0.61937,-0.16616,0.049849,1.2319,0.56072,0.49035,-0.2398,-1.2811,-0.81681
-1.9923,-0.57734,-0.80052,-0.70799,0.75914,0.41183,0.043007,0.29779,0.48937,-0.097092,0.17659,0.072331,1.3557,1.3107,1.3479,0.57832,0.20917,0.61123,0.72787,-0.82691,-0.24534,1.6773,1.0885
-1.8334,-8.666,-1.8904,-5.0019,9.0563,-3.3015,-3.7947,-7.3347,-7.3517,1.1772,6.6922,1.9809,-7.3034,10.676,7.4077,10.163,-0.85265,-4.4825,-4.4812,-0.78521,-2.5316,3.2005,1.9223
-2.1393,-0.38283,0.41313,0.71679,-0.62263,-0.48872,0.59428,2.0008,0.39065,-1.01,1.2945,-0.54052,-0.14271,-0.31343,-0.26782,0.27564,0.55291,-0.63794,0.12218,1.7343,0.28574,2.6883,0.47666
